Event	ID	Name			Wwise Object Path	Notes
	1165162655	Ball_Impact			\Default Work Unit\Ball_Impact	
	1691357261	Sparkles_Play			\Default Work Unit\Sparkles_Play	
	1695464326	WindyAmbiencePlay			\Default Work Unit\WindyAmbiencePlay	
	1812213047	Ball_Play			\Default Work Unit\Ball_Play	
	1835233263	WallCollision			\Default Work Unit\WallCollision	
	3784267794	PickupSound			\Default Work Unit\PickupSound	
	3991942870	Music			\Music\Music	

Switch Group	ID	Name			Wwise Object Path	Notes
	3964766495	Floor_Material			\Default Work Unit\Floor_Material	

Switch	ID	Name	Switch Group			Notes
	841620460	Concrete	Floor_Material			
	2058049674	Wood	Floor_Material			
	2129253700	Laminate	Floor_Material			
	2449969375	Glass	Floor_Material			
	3049959702	Felt	Floor_Material			

Game Parameter	ID	Name			Wwise Object Path	Notes
	805906735	Vertical_Speed			\Default Work Unit\Vertical_Speed	
	1062779386	Player_Speed			\Default Work Unit\Player_Speed	
	2043068518	Distance_To_Ground			\Default Work Unit\Distance_To_Ground	
	2581107858	Skid_Factor			\Default Work Unit\Skid_Factor	
	3041061349	Angular_Speed			\Default Work Unit\Angular_Speed	

Effect plug-ins	ID	Name	Type				Notes
	173535225	Impact Wood on Wood(2)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Wood(2)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Wood\Impact Wood on Wood(2)		8135
	213958448	Impact Wood Ball on Concrete Inside(3)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood Ball on Concrete Inside(3)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Concrete\Impact Wood Ball on Concrete Inside(3)		4383
	312692166	Impact Wood on Glass	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Glass_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Glass\Impact Wood on Glass		12243
	429231965	Ball Roll Concrete	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Ball Roll Wood on Concrete_E3D9B443.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Ball Roll\Ball Roll Concrete		972616
	429327741	Impact Wood on Glass(2)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Glass(2)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Glass\Impact Wood on Glass(2)		8710
	449003089	Impact Wood on Laminate(4)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Laminate(4)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Laminate\Impact Wood on Laminate(4)		5265
	541952417	Impact Wood on Wood(4)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Wood(4)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Wood\Impact Wood on Wood(4)		8135
	564327232	Impact Wood on Laminate(3)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Laminate(3)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Laminate\Impact Wood on Laminate(3)		3805
	623776434	Impact Wood Ball on Concrete Inside	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood Ball on Concrete Inside_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Concrete\Impact Wood Ball on Concrete Inside		5867
	624055108	Impact Wood Ball on Concrete Inside(2)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood Ball on Concrete Inside(2)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Concrete\Impact Wood Ball on Concrete Inside(2)		5209
	624853772	Impact Wood on Glass(3)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Glass(3)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Glass\Impact Wood on Glass(3)		6929
	666569894	Impact Wood on Wood(3)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Wood(3)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Wood\Impact Wood on Wood(3)		8176
	668769794	WoodBallSkidWood	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\WoodBallSkidWood_29C0B55B.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Ball Skid\WoodBallSkidWood		297375
	670321966	Impact Wood on Glass(4)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Glass(4)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Glass\Impact Wood on Glass(4)		10706
	717800367	Ball Roll Laminate	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\RollSound_CB4D841D.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Ball Roll\Ball Roll Laminate		197192
	837945567	WoodBallSkidGlassRevision	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\WoodBallSkidGlassRevision_97B13817.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Ball Skid\WoodBallSkidGlassRevision		774457
	892614448	Impact Wood on Laminate	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Laminate_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Laminate\Impact Wood on Laminate		3096
	917100087	Kick_120bpm_4-4_L1M_P0M	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Kick_120bpm_4-4_L1M_P0M_E3D9B443.wem		\Interactive Music Hierarchy\Music\Etherial_Drone\Drone\Kick_120bpm_4-4_L1M_P0M		32162
	948656842	Impact Wood on Wood	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Wood_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Wood\Impact Wood on Wood		8535
	979774808	PickupSound	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Door maybe_40FDF539.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\PickupSound		8384
	1045395754	Impact Wood Ball on Concrete Inside(4)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood Ball on Concrete Inside(4)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Concrete\Impact Wood Ball on Concrete Inside(4)		4814
	1049404315	Drone_120bpm4-4_L128M_P8M	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Drone_120bpm4-4_L128M_P8M_E3D9B443.wem		\Interactive Music Hierarchy\Music\Etherial_Drone\Drone\Drone_120bpm4-4_L128M_P8M		4646930
	1059343500	Impact Wood on Laminate(2)	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Impact Wood on Laminate(2)_6E019865.wem		\Actor-Mixer Hierarchy\Default Work Unit\Player\Impact\Impact Laminate\Impact Wood on Laminate(2)		7879

Streamed Audio	ID	Name	Audio source file	Generated audio file	Wwise Object Path	Notes
	154626451	Sparkles	F:\Unity Projects\RollaballWwiseCandidate\RollaballWwiseCandidate_WwiseProject\.cache\Mac\SFX\Sparkles_120bpm4-4_L128M_P0M_E3D9B443.wem	154626451.wem	\Actor-Mixer Hierarchy\Default Work Unit\Ambience\Sparkles	

